URL,Topic,Content
https://www.utm.utoronto.ca/parking/parking-map,Download here,"Parking Map We're pleased to be able to offer a parking map for you to use for the UTM campus. Map includes: Travelling to Campus For additional maps and directions to campus, please check out UTM Visitors Download PDF Reader If you are unable to open the above PDF documents, please download and install the Adobe Reader available here Download UTM PDF Parking Map Here Download UTM PDF Parking Map Here parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/parking-payment-options-campus,"The ""AMP Park"" Mobile Payment app","Parking Payment Options on Campus The ""AMP Park"" app Now you have the choice to pay for parking using our easy-to-find and simple Pay & Display machines OR using the AMP Park app on your desktop or smartphone! Why do we love this app? Please note: You may not use the AMP app for parking past midnight, or overnight. Please use the Pay machines for parking past midnight and overnight parking. The AMP Park app A convenient way to pay for hourly or daily parking at UTM Apple Store Google Play How do I know if the app is right for me? How does the AMP app work for mobile? How does the AMP app work on desktop? What if I run in to issues using the AMP app? How do I know which purchase option is best for me? Pay Machine AMP App (mobile / desktop) How does the AMP app work for mobile? Step 1: Install the AMP Park App on your phone Apple Store Google Play Step 2: Using the ""Menu"" screen (three parallel lines), you may Login/Create an account with a unique password* *Creating an account is not required Step 3: Find your location on the map and click the appropriate map marker: Blue Map Marker Daytime parking Black Map Marker Evening / Weekend parking Review rate information and additional details. A non-refundable $0.25 transaction fee is applicable to each purchase. Step 4: Choose the amount of time you wish to park for Step 5: Enter your vehicle information Please ensure your license plate is entered correctly, otherwise your paid parking session will not be registered to your vehicle and you may end up getting ticketed Step 6: Select 'Continue' to go to checkout and fill out your credit card information. You may choose to save your credit card for extensions and future purchases. Step 7: Select 'Purchase' to finalize your parking payment Step 8: The current remaining time and option to extend your parking time are displayed in the app Step 9: You will receive an email receipt every time you purchase or extend your parking How does the AMP app work on desktop? Step 1: Open your preferred web browser and navigate to aimsmobilepay.com Step 2: Sign up and input your contact information if it is your first time, or login if you already have an account* * Creating an account is not required Step 3: Find your location on the map and click the appropriate map marker: Daytime parking Evening / Weekend parking Review rate information and additional details. A non-refundable $0.25 transaction fee is applicable to each purchase. Step 4: Choose the amount of time you wish to park for Step 5: Enter your vehicle information Please ensure your license plate is entered correctly, otherwise your paid parking session will not be registered to your vehicle and you may end up getting ticketed. Step 6: Select continue to go to the overview screen. Here you will add your credit card and billing information. Select purchase to finish the transaction. Step 7: Your remaining time will display with the option to extend time as long as you are still logged into the webpage. What if I run in to issues using the AMP app? If you are experiencing issues or errors with AMP, please try the following:"
https://www.utm.utoronto.ca/parking/parking-permits,Parking Permits,"Parking Permits If you're parking on campus, we have a number of permit options for you. Whether you're a student, staff, contractor, or something else entirely - we have solutions for you! Please select below who you are and you'll see your options. Should you still have unanswered questions, email us and we'll help you out! Purchase a Permit Register / Update a Vehicle What permit is best for you? I am a Commuting Student I am a Student in Residence I am Staff / Faculty I'm part of a Carpool I am Visiting Campus I am a Contractor I park Evenings & Weekends New Updates Frequently Asked Questions General Permit Information The purchase of a parking permit indicates your acceptance and agreement to obey all UTM Parking Regulations . Failure to do so will result in fines and possibly the loss of parking privileges. Permits are Virtual! Registering the license plate of your vehicle(s) will serve as a ‘virtual permit'. Click here for more details Parking Permits for UTM Students Student who do not live on campus General Permit Information 2025-26 Student Permits presale starts Thursday August 7th, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Permits | STUDENTS Valid September 1, 2025 - August 31, 2026 HST Included - purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Sessional Permits | STUDENTS Sessional parking permits are available to UTM students only and are valid in Lots P4 & P8 Permit Cost Monthly Breakdown $93.47 / month *New for 2025-26 * CCT Garage now has an 8 month sessional permit available HST - Included purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Lottery Lot Assignment: Monday August 25, 2025 Purchase a Permit Back to top Parking Permits for UTM Students Living in Residence General Permit Information 2025-2026 Resident Parking Permits presale starts Thursday August 7th at 12:00 p.m. How do I apply? Permits are fully Virtual Resident Waitlist Information Lottery Lot Assignment: Thursday August 21, 2025 Annual Resident Permits September 1 - August 31 *P5 permits are currently available!* *P7 permit applications are currently waitlisted! for 2024/2025* **Please note this lot is currently unavailable due to construction ** Purchase a Permit Back to top Parking Permits for UTM Staff & Faculty General Permit Information Should I Buy A Permit or Pay Daily? 2025-26 Staff Parking Permits presale starts Tuesday July 15, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Parking Permits | STAFF September 1, 2025 - August 31, 2026 Monthly Cost Annual Cost Purchase totals may differ slightly due to tax calculation rounding Temporary Permits | STAFF P1 Permits | STAFF Lottery details Waitlist details How to join the waitlist Other important information Please note: P1 is the only parking area available on the North side of campus, and as such permit holders may be asked to relocate to other lots on occasion (typically during the summer months) in order to accommodate special campus activities and events St. George Supplementary Permits | STAFF Purchase a Permit Back to top Parking Permits for Contractors General Permit Information Commercial Permit Valid in lots P4/P8 (unless otherwise arranged) * As of September 1st, 2025 Order a Commercial Permit General Hourly / Daily Parking Learn More about Hourly / Daily Parking Rates Back to top Parking Permits for Evenings & Weekends Available for all UTM community members Evening & Weekend Permit $22.01 / month * As of September 1, 2025 Purchase an Evening & Weekend Permit Back to top Parking Permits for Carpools Primary tabs To qualify for the Carpool Program, at least 2 UTM community members (students, faculty or staff), join together to form a carpool. They will bring one vehicle to campus at a time, therefore sharing the parking space and the cost of the parking permit. How does it work? How to Apply Carpool permits can be purchased during the regular staff and student presales for 2025-2026. Only 1 carpool member purchases the permit, then registers other members information with the parking office. Once you've purchased your carpool permit, Parking services will send an email with additional information, including the webform link. Purchase a Permit Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/parking-permits#Students,here,"Parking Permits If you're parking on campus, we have a number of permit options for you. Whether you're a student, staff, contractor, or something else entirely - we have solutions for you! Please select below who you are and you'll see your options. Should you still have unanswered questions, email us and we'll help you out! Purchase a Permit Register / Update a Vehicle What permit is best for you? I am a Commuting Student I am a Student in Residence I am Staff / Faculty I'm part of a Carpool I am Visiting Campus I am a Contractor I park Evenings & Weekends New Updates Frequently Asked Questions General Permit Information The purchase of a parking permit indicates your acceptance and agreement to obey all UTM Parking Regulations . Failure to do so will result in fines and possibly the loss of parking privileges. Permits are Virtual! Registering the license plate of your vehicle(s) will serve as a ‘virtual permit'. Click here for more details Parking Permits for UTM Students Student who do not live on campus General Permit Information 2025-26 Student Permits presale starts Thursday August 7th, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Permits | STUDENTS Valid September 1, 2025 - August 31, 2026 HST Included - purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Sessional Permits | STUDENTS Sessional parking permits are available to UTM students only and are valid in Lots P4 & P8 Permit Cost Monthly Breakdown $93.47 / month *New for 2025-26 * CCT Garage now has an 8 month sessional permit available HST - Included purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Lottery Lot Assignment: Monday August 25, 2025 Purchase a Permit Back to top Parking Permits for UTM Students Living in Residence General Permit Information 2025-2026 Resident Parking Permits presale starts Thursday August 7th at 12:00 p.m. How do I apply? Permits are fully Virtual Resident Waitlist Information Lottery Lot Assignment: Thursday August 21, 2025 Annual Resident Permits September 1 - August 31 *P5 permits are currently available!* *P7 permit applications are currently waitlisted! for 2024/2025* **Please note this lot is currently unavailable due to construction ** Purchase a Permit Back to top Parking Permits for UTM Staff & Faculty General Permit Information Should I Buy A Permit or Pay Daily? 2025-26 Staff Parking Permits presale starts Tuesday July 15, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Parking Permits | STAFF September 1, 2025 - August 31, 2026 Monthly Cost Annual Cost Purchase totals may differ slightly due to tax calculation rounding Temporary Permits | STAFF P1 Permits | STAFF Lottery details Waitlist details How to join the waitlist Other important information Please note: P1 is the only parking area available on the North side of campus, and as such permit holders may be asked to relocate to other lots on occasion (typically during the summer months) in order to accommodate special campus activities and events St. George Supplementary Permits | STAFF Purchase a Permit Back to top Parking Permits for Contractors General Permit Information Commercial Permit Valid in lots P4/P8 (unless otherwise arranged) * As of September 1st, 2025 Order a Commercial Permit General Hourly / Daily Parking Learn More about Hourly / Daily Parking Rates Back to top Parking Permits for Evenings & Weekends Available for all UTM community members Evening & Weekend Permit $22.01 / month * As of September 1, 2025 Purchase an Evening & Weekend Permit Back to top Parking Permits for Carpools Primary tabs To qualify for the Carpool Program, at least 2 UTM community members (students, faculty or staff), join together to form a carpool. They will bring one vehicle to campus at a time, therefore sharing the parking space and the cost of the parking permit. How does it work? How to Apply Carpool permits can be purchased during the regular staff and student presales for 2025-2026. Only 1 carpool member purchases the permit, then registers other members information with the parking office. Once you've purchased your carpool permit, Parking services will send an email with additional information, including the webform link. Purchase a Permit Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/parking-permits/cancellations-refunds,Cancellations & Refunds,"Cancellations & Refunds All cancellation requests must be submitted on the Parking Permit Portal. Please review the new permit cancellation instructions below. New Permit Cancellation Instructions Please review the new permit cancellation instructions below. Step 1 : Visit the Parking Permit Portal Step 2 : Log in to your account using your UTORid if you are a UTM Staff/Student, or Email Authentication if otherwise. Step 3 : Select the "" Permits "" option on the left hand side to view your active permits. Select the ""View"" option next to the permit you wish to cancel (circled in red below). Step 4 : Select the ""Request Cancellation "" option located below the permit information (circled in red below). Step 5 : Please review the cancellation details carefully, then enter the date you would like your permit to be cancelled. Click "" Confirm ."" You will receive an email confirmation for your request, and may also view and print the details from your account at any time. Please Note: Your permit will remain active up to and including the cancellation date you have requested. If the date you have requested is after the 5th business day of the month, your permit will remain active until the last day of the month. Student annual and sessional permit cancellations are subject to a $25.00 administrative fee (included in rates below) Annual Student Permit Refund Schedule for the 2025/2026 Academic Year *The last day to cancel any student annual parking permit is March 06, 2026* Sessional Student Permit Refund Schedule for the 2025/2026 Academic Year *Student Sessional permits may be cancelled within the first (5) five business days of any month for which it is valid* parking.utm@utoronto.ca Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/parking-permits/registerupdate-vehicle,Register/Update a Vehicle,"Register/Update a Vehicle Instructions : How to register and/or update a vehicle Step 1 : Log In Log in to your account on the online portal Step 2: Permits Select the 'Permits' tab Step 3 : View Find your current permit and select the 'View' tab Step 4 : Select Select ""Add New Vehicle"" or ""Permanent Replacement"" Step 5 : Confirm Once you've confirmed the new information a 'Processing Change' message may appear on your account. It may take up to 5 minutes to reflect the changes. Click here to login Add New Vehicle : Permanent Replacement : What if I drive multiple vehicles or share my permit with someone else? New: Permits are now virtual! It is no longer necessary to display parking permits in vehicles parked on the UTM campus. Instead, users register the license plates of the vehicles, which then links the vehicles to paid parking."
https://www.utm.utoronto.ca/parking/parking-permits/resident-parking-permits-2024-2025-academic-year,Resident Parking,"Resident Parking Permits for the 2024-2025 Academic Year How does UTM Resident parking work? Annual Resident Permits September 1 - August 31 Resident P5 Any Resident Resident P7 Schreiberwood residents ONLY (families with young children accommodated first) *Limited Availability (Assigned via Lottery) Resident P10 MacGrath Valley residents *Limited Availability (Assigned Via Lottery) Resident P5 permits are currently available. All other lots are waitlisted. New: Permits are now Virtual! Effective September 1, 2023, physical parking receipts and/or parking hangtags are no longer available at UTM parking lots. Instead, registering the license plate of your vehicle(s) online will serve as a ‘virtual permit'. parking.utm@utoronto.ca Alumni House, Room 108 Making experiences, exceptional We're going Virtual"
https://www.utm.utoronto.ca/parking/parking-permits/resident-parking/resident-rates-refunds-2025-2026-academic-year,Resident Rates & Refunds,"Resident Rates & Refunds for the 2025 - 2026 Academic Year Important Information Annual Resident Parking Permit Rates * Purchase totals may differ slightly due to tax calculation rounding Resident Refund/Cancellation Rates: Resident Permits may be cancelled up to the 5th business day of each month for a prorated refund. Please refer to refund schedule below. *Refund totals may differ slightly due to tax calculation rounding Cancellation Deadlines 2025/2026 Academic Year All cancellations are subject to a $25.00 administrative fee (included) parking.utm@utoronto.ca Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/parking-utm-campus,Parking on Campus,"Parking on the UTM Campus Whether you're coming to campus for the year or just a few hours, we've got the information you'll need to make parking on campus as easy as possible. All parking-related information is below. If you're looking for something else, head back to the Parking & Transportation homepage and you'll be able to best navigate to find the information you need, from there. Should you still have unanswered questions, email us and we'll help you out! What can we help you with? Parking Lot Info & Map Electric Vehicle Stations Parking Enforcement Motorcycle Parking Parking Safety Tips Rules & Regulations St. George Parking Services Frequently Asked Questions Can't find what you're looking for? Click here . PARKING HOT TIPS: Please Read FUN FACT: if you park on campus more than once a week, you will save money if you purchase a parking permit! Find more information on parking permits here . We thank the UTM community for observing good parking etiquette in our community. Consider the community if you must park elsewhere, and remember to park only in designated areas, at posted times, and for designated uses, or join the majority of our community and take advantage of transit, carpool, and active commuting to campus. Parking Lot Information & Map Download UTM Parking Lot Map Can't open the file? download and install Adobe Reader . Map includes: Are you visiting campus for the first time? Please visit UTM Visitors for additional information that may help you navigate parking on campus. Maximum height restrictions: If you are experiencing elevator difficulties in the CCT Garage please contact Facilities at ( 905) 828-5301 so a technician may be dispatched. Back to top EV Parking Spots & Charging Stations WHAT WE OFFER UTM Parking & Transportation Services is proud to support services for a greener future by providing electric vehicle (EV) charging stations on campus for your convenience. We have recently doubled the number of EV charging stations available for use on campus! WHERE ARE THE SPOTS 12 dedicated spaces are located in the lower level of parking deck P8 . HOW DOES IT WORK Users may charge for a maximum of 2.5 hours complimentary, and are then required to move their vehicle to another space in their assigned lot. A fee of $5 / hour applies to any vehicle left charging beyond the complimentary period. Connect to the charging stations via ChargePoint®, the world's largest EV charging network. Download the app: App Store or Google Play . Once Installed, go to Account ► Connections ► Browse Connections , and search for ""UTM"". Your connection request will automatically be approved after agreeing to the terms & conditions. It may take a few minutes for the ChargePoint® network to update before the stations will be visible. Lastly, please close and re-open the app. Please note that v ehicles may only park in the EV charging station spaces while actively charging! Paid parking is required at all times. UTM TERMS AND CONDITIONS Back to top Parking Enforcement Who enforces parking on campus? The City of Mississauga issues penalty notices (parking tickets) under the Administrative Penalty System (APS) for most parking violations on the UTM campus. Accessible parking tickets will continue to be managed through the Provincial Offenses Court. For more information about APS, please contact the City here. The tagging and towing of vehicles parked in violation of the current UTM Parking Regulations, will be performed by officers empowered to issue municipal parking tickets. More Information regarding parking enforcement on campus: UTM Parking Regulations Inquiries about the release of towed vehicles: Campus Safety What to do if you receive a parking infraction ticket UTM has no authority to revoke a City of Mississauga parking infraction ticket. Ticketing issues must proceed through the normal court system. Municipal parking tickets are payable to the City of Mississauga and fines are set by the City of Mississauga. Vehicles towed by the City of Mississauga will be released upon payment of towing and storage charges. These rates are set by the City and are liable to change without notice. City of Mississauga Parking Ticket Administration Back to top Motorcycle Parking New Motorcycle Permit Effective September 1, 2025, all Motorcycles parked on the UTM campus require valid, paid parking. A $20 monthly permit will be available for purchase online, valid for use in the designated motorcycle parking spaces in lots P9 and P5. PAID Parking Motorcycles parked in any other lot require valid, paid parking for that location. A motorcycle kickstand support plate must be used to prevent damage from the kickstand to the parking surface. Park LEGALLY Motorcycles, like any other vehicle, must be parked in parking spaces only. Motorcycles are Not permitted to park: Motorcycles parked improperly are subject to tagging and / or towing at the owner's expense. Purchase your Motorcycle permit here Back to top Safety Tips for Parking on Campus If you're ever in a situation where you feel unsafe, call the University of Toronto Mississauga Campus Safety emergency line (905) 569-4333 The time when many people feel most vulnerable is when they are either leaving or returning to a parked car - particularly at night. If you ever feel unsafe , please call Campus Safety . Keep your property safe Never leave credit cards in the car Examples of items: electronic devices such as GPS units, lap-top computers, personal listening devices, personal bags such as purses & gym bags, or any money including change Stay aware of your surroundings Getting to and from your car Tips for choosing a good spot Change it up Know who to call, and when Emergency (905) 569-4333/911 General (905) 828-5200 Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/permits,,"Parking Permits If you're parking on campus, we have a number of permit options for you. Whether you're a student, staff, contractor, or something else entirely - we have solutions for you! Please select below who you are and you'll see your options. Should you still have unanswered questions, email us and we'll help you out! Purchase a Permit Register / Update a Vehicle What permit is best for you? I am a Commuting Student I am a Student in Residence I am Staff / Faculty I'm part of a Carpool I am Visiting Campus I am a Contractor I park Evenings & Weekends New Updates Frequently Asked Questions General Permit Information The purchase of a parking permit indicates your acceptance and agreement to obey all UTM Parking Regulations . Failure to do so will result in fines and possibly the loss of parking privileges. Permits are Virtual! Registering the license plate of your vehicle(s) will serve as a ‘virtual permit'. Click here for more details Parking Permits for UTM Students Student who do not live on campus General Permit Information 2025-26 Student Permits presale starts Thursday August 7th, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Permits | STUDENTS Valid September 1, 2025 - August 31, 2026 HST Included - purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Sessional Permits | STUDENTS Sessional parking permits are available to UTM students only and are valid in Lots P4 & P8 Permit Cost Monthly Breakdown $93.47 / month *New for 2025-26 * CCT Garage now has an 8 month sessional permit available HST - Included purchase totals may differ slightly due to tax calculation rounding Cancellation or Refunds Lottery Lot Assignment: Monday August 25, 2025 Purchase a Permit Back to top Parking Permits for UTM Students Living in Residence General Permit Information 2025-2026 Resident Parking Permits presale starts Thursday August 7th at 12:00 p.m. How do I apply? Permits are fully Virtual Resident Waitlist Information Lottery Lot Assignment: Thursday August 21, 2025 Annual Resident Permits September 1 - August 31 *P5 permits are currently available!* *P7 permit applications are currently waitlisted! for 2024/2025* **Please note this lot is currently unavailable due to construction ** Purchase a Permit Back to top Parking Permits for UTM Staff & Faculty General Permit Information Should I Buy A Permit or Pay Daily? 2025-26 Staff Parking Permits presale starts Tuesday July 15, 2025 at 10:00 a.m. How do I apply? Permits are fully Virtual Annual Parking Permits | STAFF September 1, 2025 - August 31, 2026 Monthly Cost Annual Cost Purchase totals may differ slightly due to tax calculation rounding Temporary Permits | STAFF P1 Permits | STAFF Lottery details Waitlist details How to join the waitlist Other important information Please note: P1 is the only parking area available on the North side of campus, and as such permit holders may be asked to relocate to other lots on occasion (typically during the summer months) in order to accommodate special campus activities and events St. George Supplementary Permits | STAFF Purchase a Permit Back to top Parking Permits for Contractors General Permit Information Commercial Permit Valid in lots P4/P8 (unless otherwise arranged) * As of September 1st, 2025 Order a Commercial Permit General Hourly / Daily Parking Learn More about Hourly / Daily Parking Rates Back to top Parking Permits for Evenings & Weekends Available for all UTM community members Evening & Weekend Permit $22.01 / month * As of September 1, 2025 Purchase an Evening & Weekend Permit Back to top Parking Permits for Carpools Primary tabs To qualify for the Carpool Program, at least 2 UTM community members (students, faculty or staff), join together to form a carpool. They will bring one vehicle to campus at a time, therefore sharing the parking space and the cost of the parking permit. How does it work? How to Apply Carpool permits can be purchased during the regular staff and student presales for 2025-2026. Only 1 carpool member purchases the permit, then registers other members information with the parking office. Once you've purchased your carpool permit, Parking services will send an email with additional information, including the webform link. Purchase a Permit Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/permits/waitlist-information,Waitlist Information,"Waitlist Information How do the waitlists work? Once the maximum number of permits that can be reasonably accommodated in each area have been sold, waitlists are started for all other interested parties. As permits are cancelled, and Parking & Transportation Services monitors lot utilization to determine if more permits can be sold, additional permits will be released to those on waitlists in the order that they joined. How do I join a waitlist? How long will I be on the waitlist? How will I know if I am offered a permit? When is my next opportunity to purchase a parking permit? parking.utm@utoronto.ca Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/transportation,,"Transportation to and from UTM No matter where you're coming from, we can help! If you're looking for public transit from your hometown, alternative methods of transportation, drop off rules 'n regs, or something more green - we've got helpful resources for you. If you can't find what you're looking for, or still have some questions, please email us and we'll help you out! * Alerts * Notice of Municipal Roadwork New MiWay Route! E-Scooters and E-Bikes What can we help you with? Brampton Transit ""UTM Express"" Regional Public Transit Lines UTM Shuttle Bus UTM Bike Share Zipcar | Car Sharing on Campus U-Pass | UTM Student Union Kiss'n Ride | Drop Off & Pick Up Transportation Alerts & Notices Notice of Municipal Roadwork On behalf of the City of Mississauga: Please note that there will be road work near campus that may impact your commute to campus due to lane reductions. WHAT: Bridge Rehabilitation Construction at Burnhamthorpe Road West, east of Mississauga Road over the Credit River WHEN: August 1, 2024 to December 31 2024 TIME: Monday to Friday, 7AM-7PM Weekend work will take place on an as-needed basis For General Inquiries , please call 3-1-1, (905-615-4311 outside City limits) to speak to Customer Service. On behalf of the City of Mississauga: Please note that there will be road work near campus that may impact your commute to campus due to lane reductions. WHAT: Retaining Wall Project at Two Locations: Erindale Park Entrance to Credit River & Robinson Street To Dundas Crescent WHEN: O n or before June 17, 2024 and end on or before July 31, 2025 For General Inquiries , please call 3-1-1, (905-615-4311 outside City limits) to speak to Customer Service or public.info@mississauga.ca New Route 126 Burnhamthorpe Express The new Route 126 Burnhamthorpe Express will service key stops between the University of Toronto Mississauga and the Kipling Bus Terminal in Toronto, on Burnhamthorpe Road in Mississauga and Dundas Street in Toronto. Visit the MiWay Service Announcement Page for more details on this and other service improvements. E-Scooters and E-Bikes The City of Mississauga has partnered with Lime Technology, Inc. and Bird Canada to introduce e-scooters and e-bikes across Mississauga. This initiative aims to test the viability of e-scooters and e-bikes as an eco-friendly transportation option around Mississauga. Visit the Sustainability Office's webpage for more information. Back to top Brampton Transit: Express UTM Bus Route UTM and Brampton Transit offer an express bus transit route between the Brampton Gateway Terminal and UTM. This service is operated by Brampton Transit and is part of its normal fare structure, allowing riders the choice to pay with cash or their PRESTO cards. Please Note: this program is not associated with UTM's U-Pass or MiWay Route Details This express service will run directly between the Brampton Gateway Terminal (intersection of Steeles Ave. and Main St., adjoining Shoppers World shopping centre) and UTM (near the UTM Student Centre) without stops in-between Dates of operation and schedule For an up-to-date schedule and route map, please select route 199 UTM Express on the Brampton Transit schedules website Payment Methods & Price Individual riders will pay the normal Brampton Transit fare when boarding; the cost varies depending on whether the passenger pays a single cash fare or uses a PRESTO card See the Brampton Transit website for fares and other information Making the Route work with Your Schedule One express bus is scheduled for each departure If there are more interested riders than the capacity of the express bus, those who cannot be accommodated on the express bus can use alternative routes that typically transfer between Brampton Transit and MiWay at the Mississauga City Centre Transit Terminal at Square One - this results in a longer travel time but offers more flexible schedule options Back to top Kiss 'n Ride There are three designated pick up & drop off locations (laybys) located on campus! Hazel McCallion Academic Learning Centre (UTM Library) William G. Davis Building (Inner Circle Road) Deerfield Hall (Outer Circle Road) Back to top Regional Public Transportation Need help finding public transportation options to campus? Check out some of the below! Toronto Transit Click here York Region Transit Click here Oakville Transit Click here Brampton Transit Click here GO Transit Click here Back to top Zipcar | On-demand access to drive cars by the hour or the day Zipcar is a car sharing service available on campus and is open to all staff, faculty and students. Car sharing is a sustainable transportation option with many benefits! Faculty, Staff and Students can register with Zipcar and become a member. Please note: Zipcars are located in designated parking spaces in Lot P9 for user convenience Already a member? Why Zipcar? Become a Member! Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/transportation-and-utm,Transportation,"Transportation to and from UTM No matter where you're coming from, we can help! If you're looking for public transit from your hometown, alternative methods of transportation, drop off rules 'n regs, or something more green - we've got helpful resources for you. If you can't find what you're looking for, or still have some questions, please email us and we'll help you out! * Alerts * Notice of Municipal Roadwork New MiWay Route! E-Scooters and E-Bikes What can we help you with? Brampton Transit ""UTM Express"" Regional Public Transit Lines UTM Shuttle Bus UTM Bike Share Zipcar | Car Sharing on Campus U-Pass | UTM Student Union Kiss'n Ride | Drop Off & Pick Up Transportation Alerts & Notices Notice of Municipal Roadwork On behalf of the City of Mississauga: Please note that there will be road work near campus that may impact your commute to campus due to lane reductions. WHAT: Bridge Rehabilitation Construction at Burnhamthorpe Road West, east of Mississauga Road over the Credit River WHEN: August 1, 2024 to December 31 2024 TIME: Monday to Friday, 7AM-7PM Weekend work will take place on an as-needed basis For General Inquiries , please call 3-1-1, (905-615-4311 outside City limits) to speak to Customer Service. On behalf of the City of Mississauga: Please note that there will be road work near campus that may impact your commute to campus due to lane reductions. WHAT: Retaining Wall Project at Two Locations: Erindale Park Entrance to Credit River & Robinson Street To Dundas Crescent WHEN: O n or before June 17, 2024 and end on or before July 31, 2025 For General Inquiries , please call 3-1-1, (905-615-4311 outside City limits) to speak to Customer Service or public.info@mississauga.ca New Route 126 Burnhamthorpe Express The new Route 126 Burnhamthorpe Express will service key stops between the University of Toronto Mississauga and the Kipling Bus Terminal in Toronto, on Burnhamthorpe Road in Mississauga and Dundas Street in Toronto. Visit the MiWay Service Announcement Page for more details on this and other service improvements. E-Scooters and E-Bikes The City of Mississauga has partnered with Lime Technology, Inc. and Bird Canada to introduce e-scooters and e-bikes across Mississauga. This initiative aims to test the viability of e-scooters and e-bikes as an eco-friendly transportation option around Mississauga. Visit the Sustainability Office's webpage for more information. Back to top Brampton Transit: Express UTM Bus Route UTM and Brampton Transit offer an express bus transit route between the Brampton Gateway Terminal and UTM. This service is operated by Brampton Transit and is part of its normal fare structure, allowing riders the choice to pay with cash or their PRESTO cards. Please Note: this program is not associated with UTM's U-Pass or MiWay Route Details This express service will run directly between the Brampton Gateway Terminal (intersection of Steeles Ave. and Main St., adjoining Shoppers World shopping centre) and UTM (near the UTM Student Centre) without stops in-between Dates of operation and schedule For an up-to-date schedule and route map, please select route 199 UTM Express on the Brampton Transit schedules website Payment Methods & Price Individual riders will pay the normal Brampton Transit fare when boarding; the cost varies depending on whether the passenger pays a single cash fare or uses a PRESTO card See the Brampton Transit website for fares and other information Making the Route work with Your Schedule One express bus is scheduled for each departure If there are more interested riders than the capacity of the express bus, those who cannot be accommodated on the express bus can use alternative routes that typically transfer between Brampton Transit and MiWay at the Mississauga City Centre Transit Terminal at Square One - this results in a longer travel time but offers more flexible schedule options Back to top Kiss 'n Ride There are three designated pick up & drop off locations (laybys) located on campus! Hazel McCallion Academic Learning Centre (UTM Library) William G. Davis Building (Inner Circle Road) Deerfield Hall (Outer Circle Road) Back to top Regional Public Transportation Need help finding public transportation options to campus? Check out some of the below! Toronto Transit Click here York Region Transit Click here Oakville Transit Click here Brampton Transit Click here GO Transit Click here Back to top Zipcar | On-demand access to drive cars by the hour or the day Zipcar is a car sharing service available on campus and is open to all staff, faculty and students. Car sharing is a sustainable transportation option with many benefits! Faculty, Staff and Students can register with Zipcar and become a member. Please note: Zipcars are located in designated parking spaces in Lot P9 for user convenience Already a member? Why Zipcar? Become a Member! Back to top parking.utm@utoronto.ca 905-828-5254 Alumni House, Room 108 Making experiences, exceptional"
https://www.utm.utoronto.ca/parking/transportation-parking-advisory-committee-tpac,Transportation and Parking Advisory Committee (TPAC),"Transportation & Parking Advisory Committee (TPAC) Transportation and Parking Advisory Committee Terms of Reference The University of Toronto Mississauga Transportation and Parking Advisory Committee is responsible for considering specific transportation, transit, and parking issues and tasked with providing feedback to senior administration. The committee also receives the annual parking ancillary budget and management report for review and feedback. Responsibilities The committee functions in a consultative and advisory capacity to the Chief Administrative Officer (CAO). It provides feedback and recommendations on the following items, which will then be reported through the CAO, an administrative assessor to the Campus Affairs Committee, as appropriate: Terms of Office The term of office for student members shall normally be one year, during the fall and winter semesters of the academic year. The Chair shall be appointed by the CAO for up to a three-year term. Where a transition of Chairs is anticipated, a Vice Chair may be appointed for one year to observe the activities of the committee. Meetings of this committee will be called by the Chief Administrative Officer as business arises that needs consideration regarding specific matters and projects related to transportation and parking. The meetings will have no formal minutes, but a record will be kept of any action or follow-up needed. The committee, through the administrative assessor to the Campus Affairs Committee, will periodically report its activities and issues related to transportation and parking."
